fighter,current_elo,last_fight_date,total_fights
Amanda Cooper,1394.0876787140426,2018-11-10,6
Will Brooks,1423.7431591876373,2017-11-18,4
Cory Hendricks,1452.0,2016-07-08,1
Josh Stansbury,1417.4230324116297,2017-06-25,3
Lando Vannata,1426.6863593207172,2023-04-15,11
Eric Spicely,1408.924249885325,2019-06-22,6
Katlyn Chookagian,1711.7614177838188,2022-10-22,16
Matthew Lopez,1466.0487342940294,2018-12-08,6
Devin Clark,1438.9080644939274,2024-02-10,17
Bojan Mihajlovic,1354.4797086991077,2017-09-02,3
JC Cottrell,1392.2377049422762,2017-01-28,2
Dmitrii Smoliakov,1350.2923110001332,2019-04-27,3
Hector Sandoval,1497.3386872646738,2017-08-05,4
Joe Gigliotti,1412.8585629497409,2016-12-09,2
Jason Novelli,1419.4395125938797,2016-11-05,2
Chase Sherman,1344.6387520823987,2023-05-13,15
Justin Ledet,1398.4104049288776,2020-10-31,7
Danielle Taylor,1450.9111877598027,2018-08-04,5
Mike Perry,1500.4747871100246,2021-04-10,15
Sabah Homasi,1384.5756095707475,2018-01-20,3
Chris Avila,1399.6511714807332,2016-11-05,2
Max Griffin,1538.061694771949,2025-07-12,18
Marvin Vettori,1562.8342868007494,2025-12-06,17
Felipe Silva,1426.3036225017272,2018-05-19,3
Jeremy Kennedy,1569.2771178085345,2018-02-10,4
Alessandro Ricci,1420.8325288426972,2017-02-19,2
Jessin Ayari,1409.9818190794126,2020-10-03,4
Jimmy Wallhead,1402.690750771407,2017-06-03,2
Veronica Macedo,1415.9233372429042,2020-03-14,5
Jack Hermansson,1532.0950065717732,2025-11-22,19
CM Punk,1413.6319677595031,2018-06-09,2
Michael McBride,1410.7106450976673,2017-04-22,2
Jason Gonzalez,1415.9352905989476,2019-04-27,4
Rick Glenn,1504.1285374229876,2018-11-30,6
Lina Lansberg,1394.5817098416487,2023-02-18,11
Luan Chagas,1446.2411777433053,2018-04-21,3
Gregor Gillespie,1730.7259279229322,2021-05-08,8
Brandon Moreno,1672.736064413666,2026-02-28,18
Zak Ottow,1486.9498448314048,2019-03-09,8
Joachim Christensen,1463.80366930136,2017-05-13,3
Ketlen Vieira,1595.9091072760264,2025-11-01,14
Marc Diakiese,1497.5541500065656,2023-11-04,14
Marcin Held,1439.9804389933286,2017-10-21,4
Alexa Grasso,1704.014756601935,2026-03-28,14
Martin Bravo,1394.136322056521,2019-09-21,4
Claudio Puelles,1493.4951297423756,2025-09-13,8
Albert Morales,1369.848688108374,2018-02-24,5
Gadzhimurad Antigulov,1369.1401087580437,2020-10-17,6
Christian Colombo,1391.7339340804185,2017-10-28,2
Alexander Volkov,1860.727762863727,2025-10-25,17
Charlie Ward,1390.259841440617,2017-07-16,2
Abdul Razak Alhassan,1449.0512308228683,2025-01-11,13
Brett Johns,1652.0106949377926,2020-07-18,7
Kwan Ho Kwak,1382.6480838973744,2017-06-17,2
Mark Godbeer,1485.299355068999,2018-03-17,4
Jack Marshman,1429.2145265301021,2020-10-31,8
Tyson Pedro,1508.0714008340242,2024-03-02,11
Alexander Volkanovski,1841.5813649495947,2026-01-31,18
Jenel Lausa,1392.1847256694555,2018-06-23,4
Jamie Moyle,1434.5988379815994,2018-07-07,3
Matt Schnell,1406.2585712660655,2025-11-08,16
Saparbeg Safarov,1446.0332256068164,2020-03-07,4
Ashley Yoder,1366.5201156772216,2023-10-14,11
Brian Camozzi,1364.363308869401,2018-02-18,3
Shane Burgos,1690.2263924365855,2022-07-16,11
Keith Berish,1452.0,2016-12-09,1
Ryan Janes,1516.6106856643798,2017-12-01,4
JJ Aldrich,1587.9212571846167,2025-03-01,16
Gerald Meerschaert,1413.7600577516346,2025-11-15,25
Emil Meek,1459.2992026660938,2020-02-22,4
Viviane Pereira,1482.579156687076,2018-06-23,4
Paul Craig,1501.6419196919426,2025-09-06,20
Irene Aldana,1639.8631711330945,2024-09-14,14
Niko Price,1359.520295196516,2026-03-28,19
Devin Powell,1441.674988273338,2018-11-17,4
Drakkar Klose,1688.3108250750167,2025-08-16,12
Jordan Johnson,1669.2731180306262,2018-09-15,4
Jeremy Kimball,1397.477604056112,2018-07-22,4
Alexandre Pantoja,1811.6616200864191,2025-12-06,18
Eric Shelton,1441.7836873749777,2019-03-23,6
Bobby Nash,1373.6534953856738,2017-11-25,3
Volkan Oezdemir,1712.0698379043315,2025-11-22,16
Ricardo Ramos,1402.9830018854682,2025-10-11,15
Marcel Fortuna,1450.2673299292007,2017-11-11,3
Gavin Tucker,1487.5375609853745,2023-08-05,7
Gina Mazany,1342.8451151164554,2022-04-30,8
Aiemann Zahabi,1784.9267095926123,2025-10-18,10
Cynthia Calvillo,1440.0458669086302,2023-04-08,12
Andre Soukhamthath,1418.8976567570849,2019-08-31,7
Daniel Spitz,1410.5690780124467,2019-10-18,4
Paulo Costa,1608.2829732715472,2025-07-19,11
Davi Ramos,1584.6127800888687,2020-07-18,7
Lucie Pudilova,1386.9107231893524,2024-07-20,10
Darren Stewart,1461.6771486461855,2021-08-28,12
Pearl Gonzalez,1408.8010850627395,2017-10-07,2
Magomed Bibulatov,1458.5156604153026,2019-02-02,3
Desmond Green,1595.1727821147947,2019-05-18,7
Tom Duquesnoy,1558.8934465815996,2018-03-17,3
Cindy Dandois,1453.8602738264085,2017-04-22,1
Rashad Coulter,1383.8106393867815,2018-11-24,4
Oliver Enkamp,1415.2355845289967,2018-03-17,2
Marlon Moraes,1559.2280223600008,2022-03-12,11
Brian Kelleher,1380.5220511665225,2024-07-20,17
Luke Jumeau,1492.4148815816538,2019-10-05,4
Ashkan Mokhtarian,1399.9902005659394,2017-11-18,2
Chanmi Jeon,1404.8704007289016,2017-09-22,2
Rolando Dy,1397.1939958266225,2018-06-23,4
Naoki Inoue,1493.3672243233864,2018-06-23,2
Carls John De Tomas,1400.23696702604,2017-12-09,2
Ji Yeon Kim,1336.795611938714,2023-05-13,10
Jared Gordon,1597.1459059629492,2025-09-13,16
Michel Quinones,1402.537264363468,2017-11-11,2
Justin Gaethje,1881.058429950647,2026-01-24,15
Jesse Taylor,1547.6023574808798,2017-07-07,1
Nick Roehrick,1447.8257254704233,2017-07-07,1
Tom Gallicchio,1461.9350540041887,2017-07-07,1
Cody Stamann,1430.9663796544576,2024-11-09,14
Terrion Ware,1334.1974445684689,2018-09-15,4
Trevin Giles,1416.8224250209523,2024-11-02,14
James Bochnovic,1383.7007375909457,2018-05-12,2
James Mulheron,1452.0,2017-07-16,1
Justin Willis,1620.972792354851,2019-03-23,5
Galore Bofando,1499.9742738238754,2017-12-16,2
Danny Henry,1469.6680169141534,2020-07-11,4
Daniel Teymur,1375.817280572246,2019-12-14,5
Amanda Lemos,1615.8172095007299,2026-03-14,15
Eryk Anders,1577.6685567327568,2026-03-14,19
Junior Albini,1365.5298287947571,2019-06-29,5
Tonya Evinger,1383.725565375259,2019-06-01,3
Calvin Kattar,1541.269050704086,2025-07-12,15
Jarred Brooks,1491.0255587103468,2018-09-08,4
Humberto Bandenay,1407.4047090913868,2019-08-10,4
Joseph Morales,1574.3864597029792,2025-11-08,5
Roberto Sanchez,1442.1809900940298,2018-09-08,3
Talita Bernardo,1406.166426859123,2019-05-11,4
Rob Wilkinson,1393.1981334868835,2018-02-10,2
Mads Burnell,1461.7221272310555,2018-05-27,3
Abdul-Kerim Edilov,1542.752758961352,2017-09-02,1
Mike Santiago,1345.13617032509,2018-06-09,3
Zabit Magomedsharipov,1769.6463656415067,2019-11-09,6
Aleksandar Rakic,1515.4003697741045,2025-10-25,11
Arjan Bhullar,1584.945300197456,2019-05-04,4
Alex Reyes,1379.745055480998,2024-08-17,3
Zu Anyanwu,1465.4160650751112,2017-09-16,1
Gokhan Saki,1485.0700229507154,2018-07-07,2
Daichi Abe,1451.7365433334353,2018-06-23,3
Syuri Kondo,1393.912823102738,2019-06-22,4
Mara Romero Borella,1399.8081047270102,2020-09-19,8
Kalindra Faria,1357.5164872907817,2018-08-25,3
Poliana Botelho,1425.580066693436,2022-06-04,7
Oskar Piechota,1343.4728403811919,2020-06-20,6
Jodie Esquibel,1326.8429777513556,2019-08-17,4
Nasrat Haqparast,1643.9067996711296,2025-10-25,15
Ramazan Emeev,1511.2910716120452,2022-06-11,8
Salim Touahri,1410.8358633626492,2019-08-03,3
Aspen Ladd,1519.7804053107925,2022-04-09,7
Deiveson Figueiredo,1748.2311465576877,2026-01-24,19
Marcelo Golm,1388.9062339682164,2019-04-20,4
Karl Roberson,1386.223349180975,2022-07-09,10
Jessica-Rose Clark,1368.643179869012,2023-05-13,9
Shane Young,1358.2630405728041,2023-09-09,7
Tai Tuivasa,1485.1212922866873,2026-01-31,17
Frank Camacho,1390.6052552247843,2022-05-14,7
Nadia Kassem,1425.4299668231672,2019-10-05,3
Adam Wieczorek,1533.211556956915,2018-11-03,3
Wang Guan,1540.0993037686624,2017-11-25,1
Muslim Salikhov,1609.670945559221,2025-11-08,14
Sheymon Moraes,1460.9274611417336,2019-07-13,5
Song Kenan,1461.2566346940766,2024-11-23,11
Song Yadong,1753.8568122884258,2026-01-24,15
Bharat Kandare,1440.0,2017-11-25,1
Hu Yaozong,1365.667944246501,2021-10-30,3
Wuliji Buren,1353.6168607299069,2019-02-09,3
Yan Xiaonan,1691.3398201661687,2025-04-12,13
Wu Yanan,1349.7813162312486,2022-08-20,6
Nicco Montano,1489.612870483822,2019-07-13,2
Sean O'Malley,1857.677149198731,2026-01-24,14
Barb Honchak,1392.6752272390459,2018-07-06,2
Karine Gevorgyan,1440.0,2017-12-01,1
Rachael Ostovich,1383.0221636194121,2020-11-28,4
Ariel Beck,1440.0,2017-12-01,1
Shana Dobson,1409.753700999763,2021-02-20,6
Gillian Robertson,1763.9891699216205,2026-03-14,20
Emily Whitmire,1371.4426817107112,2021-09-18,6
Christina Marks,1440.0,2017-12-01,1
Montana De La Rosa,1515.2319005855225,2024-06-08,11
Dominick Reyes,1685.581858555569,2025-09-27,13
Allen Crowder,1460.745021229033,2019-06-22,3
Markus Perez,1379.0678197221766,2021-01-20,7
Benito Lopez,1480.1264929773504,2022-11-05,4
Merab Dvalishvili,1964.6733199527723,2025-12-06,17
Alex Perez,1588.1816793561804,2026-01-24,14
Julian Marquez,1349.3838393787603,2025-03-01,8
Mark De La Rosa,1348.9467691775828,2020-06-13,7
Matt Frevola,1508.807724415318,2025-10-18,10
Matt Bessette,1426.5315455859613,2018-07-06,2
Dan Ige,1577.7742382991523,2026-02-21,21
Julio Arce,1585.459754006897,2024-03-30,10
Brandon Davis,1379.4221708752866,2022-10-15,9
Austin Arnett,1418.0069941913514,2019-02-09,4
Cory Sandhagen,1839.6562745659232,2025-10-04,16
Priscila Cachoeira,1433.2368224765949,2026-02-07,13
Maia Stevenson,1440.0,2018-02-03,1
Polyana Viana,1425.9757051675115,2025-04-26,11
Israel Adesanya,1637.2807132304995,2026-03-28,19
Curtis Millender,1569.6244360572061,2019-04-13,5
Steven Peterson,1444.4403923328937,2023-03-25,8
Geoff Neal,1590.6596027354462,2026-02-21,14
Tim Williams,1406.6995529296826,2018-08-25,2
Marcin Prachnio,1381.414309718897,2025-07-19,11
Manny Bermudez,1505.066755074844,2019-10-18,5
Yana Kunitskaya,1554.0686532108964,2021-07-10,7
Mackenzie Dern,1734.4672833262293,2025-10-25,16
Alexander Hernandez,1717.052797913594,2025-09-13,17
Hakeem Dawodu,1547.5540552636066,2023-08-12,10
Magomed Ankalaev,1839.3857250090941,2025-10-04,14
Dmitry Sosnovskiy,1569.362674751283,2018-03-17,1
John Phillips,1345.1293511186987,2020-10-17,6
Charles Byrd,1387.330061573421,2020-06-06,4
Mike Rodriguez,1381.356690522645,2021-09-18,7
Ricky Rainey,1395.7604418161052,2018-11-30,2
Dan Moret,1370.5779579754967,2019-06-29,3
Lauren Mueller,1415.4735769908423,2019-10-12,4
Ricky Simon,1627.8681433203824,2026-03-28,17
Andrea Lee,1407.4892995600921,2025-03-01,14
Craig White,1423.7545805149348,2018-09-08,2
Carlo Pedersoli,1465.9014733310737,2019-02-23,3
Molly McCann,1421.1953240138312,2025-03-22,14
Sijara Eubanks,1486.1027691236459,2021-12-18,10
Chance Rencountre,1519.6962700486147,2019-11-02,4
Nathaniel Wood,1742.658802788358,2026-03-21,14
Jose Torres,1504.3253016811225,2018-08-04,2
Megan Anderson,1551.4843164022184,2021-03-06,6
Petr Yan,1915.7932166663381,2025-12-06,15
Hector Aldana,1369.2625128101558,2019-10-12,3
Melinda Fabian,1462.985096222507,2018-06-23,1
Michael Trizano,1527.9850558420057,2022-11-12,7
Joe Giannetti,1464.0,2018-07-06,1
Jay Cucciniello,1452.0,2018-07-06,1
Brad Katona,1418.2698413212395,2025-05-10,9
Luis Pena,1582.3269432473578,2021-04-17,8
Richie Smullen,1440.0,2018-07-06,1
John Gunther,1498.3271549966835,2018-11-10,2
Allan Zuniga,1452.0,2018-07-06,1
Tyler Diamond,1452.0,2018-07-06,1
Bryce Mitchell,1667.8833569241149,2025-07-26,12
Blagoy Ivanov,1507.6211680049157,2023-07-01,8
Elias Garcia,1390.3604166608588,2018-12-01,2
Said Nurmagomedov,1560.6985194797248,2025-07-26,11
Raoni Barcelos,1723.6745201374029,2025-11-08,14
Jennifer Maia,1587.0000538913398,2023-10-14,12
Abu Azaitar,1422.620787253757,2023-10-21,3
David Zawada,1454.2832787808165,2021-09-04,5
Khalid Taha,1419.745560465068,2022-09-03,6
Nad Narimani,1480.5610975225143,2020-07-18,4
Darko Stosic,1397.1878410221573,2020-01-25,4
Liu Pingyuan,1477.0496972489593,2019-12-21,4
Kevin Holland,1599.1353926908573,2025-10-18,27
Montel Jackson,1711.025333619262,2025-10-11,12
Matt Sayles,1417.3172680113967,2021-12-18,4
Weili Zhang,1656.5873588535019,2020-03-07,4
Aleksei Kunchenko,1501.1193727479438,2020-03-14,4
Khalid Murtazaliev,1571.0932464491325,2018-09-15,1
Jin Soo Son,1411.9627718658242,2019-07-20,2
Adam Yandiev,1461.587534866765,2018-09-15,1
Stefan Sekulic,1442.5046682697048,2021-04-24,2
Andre Ewell,1424.6791519971223,2021-12-18,9
Ryan Spann,1552.4693948402157,2025-07-19,15
Augusto Sakai,1528.5079233185706,2023-02-25,9
Mayra Bueno Silva,1479.4503436245611,2025-11-08,11
Luigi Vendramini,1429.4137304297296,2021-09-04,4
Livinha Souza,1431.3176182556415,2021-10-23,6
Jalin Turner,1648.0837751064594,2025-12-06,14
Jonathan Martinez,1692.9266016717975,2024-11-16,15
Chris Fishgold,1423.1590190163097,2020-07-15,4
Te Edwards,1401.3266805259802,2019-01-19,2
Don Madge,1599.7921268475063,2019-09-07,2
Thiago Moises,1566.8735533138884,2025-05-17,15
Maycee Barber,1659.281670190585,2026-03-28,13
Hannah Cifers,1328.7813528847782,2020-08-29,7
Bobby Moffett,1483.4702332693867,2019-08-10,3
Devonte Smith,1422.5432155759886,2022-03-05,5
Johnny Walker,1648.594699867959,2025-08-23,14
Ian Heinisch,1502.541185793341,2021-07-24,7
Laureano Staropoli,1388.9571566429763,2021-10-23,6
Jesus Pinedo,1505.4623152369518,2019-03-23,2
Anderson Dos Santos,1440.9771322352842,2021-08-07,4
Sergei Pavlovich,1813.9282621052294,2025-08-23,11
Vince Morales,1385.9854539030382,2025-03-29,11
Su Mudaerji,1574.58247742543,2021-01-20,4
Martin Day,1361.521114827548,2020-11-28,3
Edmen Shahbazyan,1665.817077939151,2025-10-04,14
Juan Espino,1550.7631804930668,2021-04-17,3
Justin Frazier,1440.0,2018-11-30,1
Pannie Kianzad,1428.9176420050906,2024-08-10,11
Macy Chiasson,1504.8349296521376,2026-02-28,14
Antonina Shevchenko,1505.2662830662757,2022-07-09,8
Maurice Greene,1432.4194203963787,2021-05-08,8
Michel Batista,1440.0,2018-11-30,1
Julija Stoliarenko,1410.4130414533147,2025-08-09,9
Leah Letson,1465.6485506175375,2021-11-13,2
Roosevelt Roberts,1406.4761635100579,2024-09-28,10
Chris Gutierrez,1667.7222167471853,2025-10-04,14
Kevin Aguilar,1427.335314907286,2021-05-15,6
Suman Mokhtarian,1400.7190973106879,2019-12-21,2
Sodiq Yusuff,1497.09867583026,2025-05-17,10
Jimmy Crute,1576.1477946384857,2025-09-27,10
Kai Kara-France,1622.4577970895039,2025-06-28,11
Alex Gorgees,1452.0,2018-12-01,1
Damir Ismagulov,1558.0849610620626,2023-07-01,7
Kyle Nelson,1529.6833110158304,2026-03-28,11
Dwight Grant,1394.644864928412,2022-07-16,8
Jordan Griffin,1402.6642222274709,2021-04-10,5
Juan Adams,1382.2175380509004,2020-02-08,4
Bevon Lewis,1414.08260187716,2020-11-07,4
Greg Hardy,1453.5174917891193,2022-03-05,9
Alonzo Menifield,1602.881484393316,2025-11-22,16
Vinicius Moreira,1320.4529678233916,2021-01-20,4
Mario Bautista,1813.755018076021,2026-02-07,14
Kyle Stewart,1389.7835355391362,2019-07-27,2
Ariane Lipski,1435.4925947015956,2022-08-13,8
Rogerio Bontorin,1493.0254147602734,2022-01-15,6
Geraldo de Freitas,1463.7627547256368,2020-11-14,3
Felipe Colares,1432.071830062078,2022-05-21,6
Jairzinho Rozenstruik,1665.0549619696244,2025-02-01,15
Taila Santos,1592.5446580458788,2023-08-26,7
Sarah Frota,1426.130529782098,2019-07-27,2
Anthony Hernandez,1811.5267241518393,2026-02-21,12
Marcos Mariano,1395.244357272289,2019-09-21,2
Raulian Paiva,1487.9421581650897,2022-06-25,7
Callan Potter,1454.5938383302487,2020-02-22,3
Kron Gracie,1440.6916876562404,2024-12-07,4
Michal Oleksiejczuk,1639.0916972646467,2026-02-07,17
Klidson Abreu,1423.0642435742946,2020-05-30,4
Ismail Naurdiev,1591.0025171394734,2025-11-22,7
Joel Alvarez,1758.3339747268433,2025-10-11,10
Ben Askren,1531.0727010071535,2019-10-26,3
Grant Dawson,1723.440263945861,2025-12-06,13
Jeff Hughes,1380.4042632769558,2020-09-26,3
Nicolae Negumereanu,1546.8020216620923,2022-11-12,6
Mike Grundy,1416.274200092821,2022-03-19,4
Ryan MacDonald,1389.4498676471774,2019-09-14,2
Jordan Espinosa,1404.5366310600098,2021-03-06,6
Kennedy Nzechukwu,1540.4068835381645,2025-12-13,15
Casey Kenney,1626.3950363453066,2021-08-07,8
Sabina Mazo,1410.7902971126052,2022-03-12,7
Marina Rodriguez,1539.0124909169774,2025-05-03,13
Zelim Imadaev,1346.2826649399017,2020-09-05,3
Boston Salmon,1371.3696320415547,2019-10-18,2
Randy Costa,1392.9928759658906,2022-10-01,6
Arman Tsarukyan,1808.9042896876877,2025-11-22,11
Alen Amedovski,1319.187526203504,2022-09-17,4
Movsar Evloev,1836.437552210473,2026-03-21,10
Seungwoo Choi,1463.556039305637,2019-12-21,3
Alex Da Silva,1439.994731039693,2022-06-04,4
Rafael Fiziev,1599.632502073297,2026-01-31,12
Thomas Gifford,1400.7566240086376,2019-10-12,2
Virna Jandiroba,1721.4025923696402,2025-10-25,12
Mike Davis,1593.671892787734,2025-07-12,7
Takashi Sato,1388.2771813598747,2023-05-20,7
Serghei Spivac,1665.0944284983398,2026-02-21,15
Marc-Andre Barriault,1447.4184058939663,2026-02-07,17
Kyle Prepolec,1366.8672933402713,2025-10-18,4
Cole Smith,1458.7995901357137,2020-09-05,3
Carlos Huachin,1421.6044432756698,2019-09-21,2
Luana Carolina,1507.1250197674503,2025-09-27,10
Viviane Araujo,1584.9490923921542,2025-06-28,13
Felicia Spencer,1580.5244320982301,2021-11-13,6
Derrick Krantz,1481.4027681304924,2019-05-18,1
Austin Hubbard,1373.4553077355185,2025-08-23,12
Charles Jourdain,1666.2411449693307,2025-10-18,15
Michel Pereira,1591.5132223454282,2026-02-21,15
Sung Bin Jo,1433.1521212344435,2019-06-01,1
Rostem Akman,1426.0540944926304,2019-10-05,2
Sergey Khandozhko,1571.9192924185759,2022-04-23,3
Danilo Belluardo,1384.331089734253,2019-09-28,2
Bea Malecki,1497.97574195402,2021-08-21,3
Duda Santana,1440.0,2019-06-01,1
Grigorii Popov,1405.2690268819636,2019-11-09,2
Deron Winn,1446.4038803497333,2022-06-18,5
Rocco Martin,1548.76162137236,2019-11-09,2
Marco Polo Reyes,1382.269214376349,2019-09-21,2
Journey Newson,1410.5330751062756,2023-04-29,6
Dalcha Lungiambula,1340.3973674713143,2022-12-10,7
Dequan Townsend,1317.0403297468024,2020-10-03,4
Amanda Ribas,1504.1411937459181,2025-07-26,13
Caludia Gadelha,1551.946875634971,2019-07-06,1
Julia Avila,1457.2076062629658,2025-02-15,6
Nohelin Hernandez,1413.3764796031876,2019-09-28,2
Wellington Turman,1403.5573964931418,2023-12-02,9
Germaine De Randamie,1567.7957486819964,2019-07-13,1
Brianna Van Buren,1503.129605768726,2020-06-20,2
Gabriel Silva,1416.9338906255157,2020-02-29,2
Domingo Pilarte,1403.9275035024361,2021-08-21,3
Krzystof Jotko,1541.5701276276081,2019-07-27,1
Yoshinori Horie,1445.0697140244517,2019-07-27,1
Cole Williams,1411.479073478977,2020-10-31,2
Miranda Granger,1386.1483013471507,2022-08-06,4
Hannah Goldy,1408.428528222063,2023-09-23,5
Rodolfo Vieira,1545.271606301147,2025-11-15,10
Vincente Luque,1566.6478685196578,2019-08-10,1
Luiz Garagorri,1540.9118792052923,2019-08-10,1
Ciryl Gane,1812.4804481505316,2025-10-25,13
Raphael Pessoa Nunes,1502.5060502087933,2019-10-26,2
Kazula Vargas,1437.4889545062263,2022-03-19,4
Khama Worthy,1414.2398314539755,2021-10-23,5
Derrick,1455.0921709905765,2019-08-31,1
Elizeu Dos Santos,1529.9377635348378,2020-03-14,2
Mizuki Inoue,1498.81630711347,2020-08-22,2
Zhang Weili,1772.3547374501657,2025-11-15,9
Da Un Jung,1591.1946583900685,2019-12-21,2
Khadis Ibragimov,1338.24728569991,2020-09-26,4
Heili Alateng,1539.4991025357263,2020-10-03,3
Danaa Batgerel,1558.2300154447353,2021-04-24,3
Karol Rosa,1582.5179291481732,2025-08-02,11
Lara Procopio,1472.2223758396397,2021-06-19,3
Junyong Park,1542.486938509799,2021-05-08,3
Liana Jojua,1393.6961850821208,2021-11-13,4
Ottman Azaitar,1412.5486167503836,2024-12-14,5
Fares Ziam,1778.8874531359309,2025-12-06,10
Tristan Connelly,1455.1116444208162,2022-04-30,3
Miles Johns,1496.230603002477,2025-11-08,11
Hunter Azure,1512.5045523687236,2021-04-10,4
Vanessa Melo,1437.4874382611551,2021-01-16,4
Ariane Carnelossi,1485.6661635218657,2025-11-01,6
Tyson Nam,1473.148288698467,2023-07-15,8
Caludio Puelles,1539.0259116490959,2019-09-21,1
Mark Madsen,1520.3737401097137,2023-11-11,6
Makhmud Muradov,1555.7444754163398,2023-07-22,6
Giga Chikadze,1567.3615296667697,2025-12-13,12
Jack Shore,1520.9273363765333,2024-11-02,9
Justin Tafa,1479.4026611979966,2025-02-08,9
Yorgan De Castro,1391.5472089470063,2021-04-10,4
Maki Pitolo,1324.9648351336455,2021-12-04,6
Brad Riddell,1517.273771857892,2022-11-12,7
Jamie Mullarkey,1471.9338267459575,2026-01-31,13
Zarah Fairn,1360.427018620309,2023-09-02,4
Bruno Silva,1449.2322902758353,2026-03-14,22
Miguel Baeza,1428.404819378589,2024-06-08,7
Jonathan Pearce,1516.9652959405469,2024-10-12,9
Sean Woodson,1639.2242179498799,2025-04-12,9
Diana Belbita,1376.0175250562859,2025-04-05,8
Tanner Boser,1493.2548369955325,2023-08-05,10
Sean Brady,1792.8588277710855,2025-11-15,10
Brendan Allen,1853.482744558599,2025-10-18,18
Don'tale Mayes,1458.5895736208322,2019-10-26,1
Loma Lookboonmee,1565.7224734756453,2025-09-27,10
Shamil Gamzatov,1468.295004856557,2021-10-30,2
Alekander Volkov,1556.189094947717,2019-11-09,1
Roman Kopylov,1586.8563992289187,2025-11-15,11
Abubakar Nurmagomedov,1511.5951087645697,2023-06-03,4
Antonio Arroyo,1370.9520763633307,2021-09-18,3
Andre Muniz,1505.3801914325238,2025-10-04,10
Isabela De Pauda,1440.5440311936875,2019-11-16,1
Tracy Cortez,1607.9109944710203,2025-11-15,8
Eduardo Garagorri,1411.6786497253013,2020-11-07,2
Billy Quarantillo,1481.6954950783597,2024-12-14,11
Jacob Kilburn,1406.5855449835142,2021-01-16,2
Joe Solecki,1519.9764575531506,2025-01-11,9
Mallory Martin,1457.2958802259643,2021-12-04,4
Peter Yan,1571.7740733910478,2019-12-14,1
Chase Hooper,1549.6702679342065,2026-03-28,13
Kai Kara France,1506.993088197363,2020-02-22,2
Punahele Soriano,1644.1705920085137,2026-02-21,11
 Jun Yong Park,1536.0449533636436,2019-12-21,1
Omar Antonio Morales Ferrer,1538.9825183623213,2019-12-21,1
Aleksa Camur,1415.1745537504878,2023-08-05,4
Askar Askarov,1585.8127696593672,2022-03-26,4
Ode Obsourne,1454.3148139048699,2020-01-18,1
Jamahal Hill,1585.5186281454494,2025-06-21,11
Luci Pudilova,1451.3366225243249,2020-01-25,1
Tony Gravely,1504.461930687063,2023-03-11,8
Herbert Burns,1378.3964572808866,2024-08-17,6
Nate Landwehr,1499.0081600619865,2025-07-12,10
Kalinn Williams,1568.8515969167017,2020-02-08,1
Austin Lingo,1434.0026397316662,2023-07-15,5
Youssef Zalel,1548.0,2020-02-08,1
Brok Weaver,1436.3772869061643,2020-09-12,3
Shanna Young,1429.0937253122386,2022-11-05,4
Daniel Rodriguez,1685.455641410001,2025-07-19,14
Jim Crute,1554.6189088188914,2020-02-22,1
Ben Sosoli,1452.0,2020-02-22,1
Marcos Rogerio De Lima,1548.0,2020-02-22,1
Joshua Culibao,1449.4817847981838,2020-02-22,1
Darrick Minner,1425.6365557358663,2022-11-05,6
Norma Dumont,1723.1673989712178,2025-11-01,11
Kyler Phillips,1595.1999266638516,2025-07-19,9
Steve Garcia,1811.945269633687,2025-11-01,10
TJ Brown,1412.1475897133812,2023-10-14,8
Aalon Cruz,1402.7280588288506,2021-03-06,2
Spike Carlyle,1457.7963646199132,2020-11-28,3
Jamall Emmers,1595.3322999058669,2025-11-08,9
David Dvorak,1475.208306668255,2023-06-10,6
Philipe Lins,1628.043475617348,2024-03-09,6
Omar Morales,1401.5225147639824,2023-03-18,6
Ike Villanueva,1301.9233368404516,2022-04-23,6
Rodrigo Nascimento,1545.2279359073898,2024-11-02,8
Don'Tale Mayes,1399.4038874575592,2025-05-03,10
Irwin Rivera,1481.2884403684398,2020-09-19,3
Gabe Green,1542.8841676008353,2025-05-17,6
Brandon Royval,1634.4866487165536,2025-12-13,12
Anthony Ivy,1403.345915489096,2020-09-12,2
Christian Aguilera,1445.5918747047206,2021-05-08,3
Mariya Agapova,1416.1613766167284,2024-07-13,6
Zarrukh Adashev,1396.3090158942741,2022-06-04,4
Gustavo Lopez,1474.1598694182221,2021-03-20,3
Justin Jaynes,1411.5272995525083,2021-06-26,4
Max Rohskopf,1435.6095974095006,2020-06-20,1
Kyle Daukaus,1583.6009269189722,2025-11-15,8
Jason Witt,1410.3204046749543,2022-08-13,6
Kay Hansen,1412.708174217783,2022-04-09,4
Jinh Yu Frey,1341.3092981598961,2023-10-21,8
Youssef Zalal,1741.0153114426196,2025-10-04,10
Miranda Maverick,1646.1069044801247,2025-06-14,13
Jiri Prochazka,1787.2944412278644,2025-10-04,8
Roman Bogatov,1472.0023593331628,2020-07-11,1
Maxim Grishin,1476.349324104941,2023-06-03,5
Zhalgas Zhamagulov,1449.9757013231028,2020-07-11,1
Mounir Lazzez,1484.6841195117083,2023-01-21,4
Lerone Murphy,1775.5772156030553,2026-03-21,10
Modestas Bukauskas,1591.597114295257,2026-01-24,12
Andreas Michailidis,1392.4016729357536,2022-06-04,4
Khamzat Chimaev,1879.4471327054237,2025-08-16,9
Roman Dolidze,1686.333382169099,2026-03-21,14
